"id_celda","celda_raster","x","y","altitud_m","anio","semana","precipitacion_mm","temperatura_vecino_c","temperatura_bilineal_c","radiacion_vecino_mj_m2_dia","radiacion_bilineal_mj_m2_dia"
450,1043,-77.2249984685331,3.57499930821359,36.294807434082,2022,33,79.007194519043,26.3028564453125,24.8329792022705,15.0357141494751,15.3165769577026
310,831,-76.7249984610826,3.87499931268394,1260.00366210938,2010,29,78.0393524169922,23.7428569793701,22.0642547607422,14.9357147216797,15.1130619049072
618,1267,-77.124998467043,3.27499930374324,160.329238891602,2023,37,73.9831771850586,23.9114284515381,24.7092761993408,17.418571472168,17.2444248199463
26,217,-75.9749984499067,4.72499932534993,914.086608886719,2012,14,33.3117370605469,21.0271434783936,18.6862831115723,14.8942861557007,14.6745481491089
172,636,-77.2249984685331,4.12499931640923,44.725414276123,2022,1,104.48316192627,25.9785709381104,24.9168224334717,9.36714267730713,10.6631240844727
194,676,-77.074998466298,4.07499931566417,37.778995513916,2010,46,206.167129516602,22.0528564453125,23.0579605102539,11.9014282226562,12.3800411224365
500,1103,-76.0749984513968,3.52499930746853,3323.83471679688,2018,26,14.5595970153809,15.1142854690552,15.8489265441895,14.1728572845459,14.4629936218262
42,285,-76.2749984543771,4.62499932385981,1601.16870117188,2023,14,56.8247833251953,21.5785713195801,21.7882633209229,14.6628570556641,14.6560010910034
237,739,-75.7749984469265,4.02499931491912,3564.9765625,2022,13,54.0525398254395,16.4642848968506,16.9198722839355,14.1328573226929,14.0726919174194
229,731,-76.1749984528869,4.02499931491912,1180.38696289062,2016,34,2.54483270645142,19.5371437072754,19.4012870788574,17.5642852783203,17.8445816040039
353,897,-77.124998467043,3.77499931119382,15.67751121521,2016,28,33.8429985046387,24.2871437072754,24.7864055633545,12.417142868042,13.7205114364624
4,103,-76.1249984521419,4.8749993275851,2051.62963867188,2010,27,44.7812690734863,20.4542865753174,19.4045581817627,15.1114282608032,15.0393733978271
630,1279,-76.5249984581023,3.27499930374324,968.276794433594,2015,4,28.7803821563721,15.874285697937,17.8927536010742,14.8214282989502,14.8847990036011
422,990,-76.1749984528869,3.67499930970371,2044.90270996094,2025,32,34.1251373291016,15.7271432876587,16.671142578125,15.4771432876587,16.0555667877197
502,1115,-77.3249984700232,3.47499930672347,18.8155994415283,2014,1,26.8398876190186,25.5499992370605,24.6429061889648,14.5785713195801,14.5300798416138
227,729,-76.2749984543771,4.02499931491912,938.959777832031,2013,6,68.7508087158203,17.4371433258057,17.7821235656738,11.9628572463989,12.3930711746216
512,1125,-76.8249984625727,3.47499930672347,1252.81640625,2013,45,42.5049705505371,21.7342853546143,21.1676082611084,15.3028573989868,14.5937585830688
462,1055,-76.6249984595924,3.57499930821359,1567.6259765625,2025,18,105.41641998291,22.3842849731445,20.1787548065186,14.1857147216797,14.4011764526367
