"familia","metodo","nugget","psill","range_km","SSE"
"esferico","MCP",58.3258590476975,1027.06983973819,107.280639794293,23421555.0641627
"gaussiano","MCO",186.624732995218,901.454489031586,51.9352130731904,9279.17456414106
"gaussiano","MCP",228.857533366551,867.015153027859,54.316456161808,83441532.7987241
"exponencial","MCO",0,1.28254808865173,21.2378895773407,0.336162143129038
"exponencial","MCP",0,1.25860292420286,18.4638264631731,5636.59937680871
"esferico","MCO",0.0175719436986693,1.23364409669113,50.4256807578947,0.282404398579982
"esferico","MCP",0,1.23993142456539,49.2099380293754,4706.36527801028
"gaussiano","MCO",0.212317749224798,1.03958946439133,24.8381394768335,0.286633958722056
"gaussiano","MCP",0.183025153516184,1.05748831651917,24.0200720818195,4790.22274478082
"exponencial","MCO",0,2.71162049971355,12.8563042595343,0.154124831030119
"exponencial","MCP",0,2.70077160365744,11.9329030561614,2356.37120876828
"esferico","MCO",0.427026166067277,2.26142342906026,36.2859743397127,0.0898534819046183
"esferico","MCP",0.424269344113925,2.26040212289327,36.167461823394,1430.37604104649
"gaussiano","MCO",0.829174654552321,1.8611818068912,18.1708960762167,0.0928623309543863
"gaussiano","MCP",0.792148608701312,1.89389287864431,17.8966084530329,1483.97893828212
"exponencial","MCO",0,0.710641923381541,17.1804380423446,0.0692194064025572
"exponencial","MCP",0,0.723455072279041,16.8511983631844,1159.17560711231
"esferico","MCO",0.111342923003098,0.596324419279809,52.1484051838662,0.0562887124693593
"esferico","MCP",0.115020142848746,0.605264525303278,53.6779139365469,937.03776837021
"gaussiano","MCO",0.19928736597315,0.507786348292217,25.1715165015863,0.0575230214751229
"gaussiano","MCP",0.205392276713293,0.514827710521994,26.029002847108,961.677808828979
"exponencial","MCO",0,2.03029333777053,18.8101109411016,0.482928205203814
"exponencial","MCP",0,1.99129467457896,16.36651078571,7618.14052538744
"esferico","MCO",0,1.98110692391014,43.1730209001838,0.385926319922181
"esferico","MCP",0,1.96025388014802,42.4447471294793,6084.10493752906
"gaussiano","MCO",0.339340020906593,1.64534089399193,21.6516413803169,0.391687591237703
"gaussiano","MCP",0.273209542144437,1.68956296046571,20.7753445516327,6216.20995003449
"exponencial","MCO",0,4.84043837832136,40.030058323947,0.242243094948834
"exponencial","MCP",-1.11022302462516e-16,4.7971783386759,38.3015934021821,3602.99557680945
"esferico","MCO",0.135080750619895,4.28168760373644,81.4144536855569,0.260758816860788
"esferico","MCP",0.237234697501556,4.1581319883748,81.9365149322981,4931.44077344517
"gaussiano","MCO",0.690035372797816,3.72285889034306,38.9482416292756,0.220121249132708
"gaussiano","MCP",0.838512613620478,3.56266264646344,39.9772965666424,3680.63376655333
"exponencial","MCO",201.734732399334,410.269294221998,73.6063805806199,4648.66875359626
"exponencial","MCP",239.373679977085,452.57194846951,113.599474437633,54498585.7552053
"esferico","MCO",232.461945365949,310.771354390143,137.370070753705,5831.22595025191
"esferico","MCP",256.868611053007,298.421968335373,153.49401492608,55556268.1119836
"gaussiano","MCO",271.475253342918,267.699228363627,64.8592170374025,8610.52779523503
"gaussiano","MCP",302.609547522037,251.108434224523,75.3080505662826,66304280.4096282
